feature,ks_stat,ks_p,wasserstein,ref_mean,target_mean,ks_significant
PS4_mean,0.0691609977324263,0.06651356260366574,0.15118991360025488,-2.5175125274946862e-17,0.1510729068100653,False
PS4_rms,0.06802721088435375,0.07427063752334633,0.1478122170711826,6.545532571486184e-18,0.14769495120123305,False
PS4_min,0.07142857142857142,0.05305385528274763,0.14515679594468361,2.6182130285944735e-17,0.1450416198838721,False
EPS1_ptp,0.07766439909297052,0.027436954107388636,0.14479606398752332,1.8730293204560465e-16,-0.1431154132517278,True
CE_min,0.08163265306122448,0.01752293692630283,0.14473870800454927,1.1681258127575342e-16,0.14369777007115328,True
CE_mean,0.08049886621315193,0.019963426694357238,0.14322207846036666,3.222416035193198e-17,0.14224317198323208,True
CE_rms,0.08049886621315193,0.019963426694357238,0.14317138350896247,1.732048618916344e-16,0.14219621134454077,True
CE_max,0.08163265306122448,0.01752293692630283,0.14296217712738946,-5.840629063787671e-17,0.14234112310578023,True
CP_skew,0.08503401360544217,0.011720928401534231,0.14076768687094843,-3.6252180395923476e-17,0.13096974210234344,True
EPS1_min,0.07539682539682539,0.03509528253701764,0.13741919598627156,9.0489470288269e-15,0.13725563070628072,True
PS3_max,0.09523809523809523,0.00317793610069086,0.13669424840702668,1.4369961506939668e-15,-0.12173539514009023,True
PS3_ptp,0.09523809523809523,0.00317793610069086,0.13669424840702668,1.4369961506939668e-15,-0.12173539514009023,True
PS6_min,0.07199546485260772,0.05008101401496665,0.13628384615737432,6.344131569286609e-16,0.13597425989717699,False
PS5_min,0.07426303854875284,0.039583678537163054,0.1358464562415031,-4.7329235516900097e-17,0.13561744168516654,True
PS6_mean,0.07199546485260772,0.05008101401496665,0.13552820410797703,7.834498985563463e-16,0.13520786449289057,False
PS6_rms,0.07199546485260772,0.05008101401496665,0.13552799692502118,-1.668607303223478e-15,0.1352075764472888,False
PS6_max,0.07256235827664399,0.047253187410013935,0.13535833018147758,-5.45796715960848e-16,0.13506055330803451,True
PS5_mean,0.07369614512471655,0.042009994370137235,0.13532129083911462,-1.155034747614562e-15,0.1349682442464978,True
PS5_rms,0.07369614512471655,0.042009994370137235,0.13532105662097602,-1.0070050109978744e-15,0.13496792715885383,True
CP_min,0.09183673469387756,0.004991555980978192,0.13529111947444125,1.0070050109978744e-17,0.12907634023470438,True
PS5_max,0.07312925170068027,0.04456469548582795,0.13503563426415793,1.5870398973326501e-15,0.13460087754894665,True
PS1_ptp,0.07086167800453515,0.05617752457426256,0.13378552025431914,-1.7985109496422038e-15,-0.13270302330620493,False
EPS1_max,0.08333333333333333,0.014360751263263617,0.1331275156500654,-1.802538969686195e-15,0.1315377282309611,True
CP_max,0.06859410430839002,0.07030121934767267,0.13217636343614494,3.6856383402522205e-16,0.1270608390813196,False
CP_mean,0.08049886621315193,0.019963426694357238,0.13205182871634985,6.404551869946481e-16,0.12552312425025294,True
CP_rms,0.08049886621315193,0.019963426694357238,0.13191278718521166,-1.5105075164968116e-16,0.1254073501861492,True
PS1_min,0.06972789115646258,0.06290124748009555,0.13147918529097827,2.718913529694261e-16,0.1307863868470237,False
TS2_min,0.0844671201814059,0.012547738941118434,0.13118888468764311,-1.7018384685864078e-16,-0.13032735875482482,True
TS2_mean,0.08049886621315193,0.019963426694357238,0.1309096610678851,2.799473930574091e-16,-0.1302116771682166,True
TS2_rms,0.08049886621315193,0.019963426694357238,0.1309091473277571,-1.0271451112178319e-16,-0.13021148376893843,True
TS2_max,0.07766439909297052,0.027436954107388636,0.13057241755195298,-7.0490350769851205e-16,-0.12989011085375587,True
TS4_max,0.07539682539682539,0.03509528253701764,0.12998376846560666,-4.591942850150307e-16,-0.1298618475251299,True
TS4_rms,0.07766439909297052,0.027436954107388636,0.1296884377719447,4.632223050590222e-16,-0.1295387795277323,True
